Date,day,month,year,price
27-07-2001,27,7,2001,3.06
30-07-2001,30,7,2001,3.28
31-07-2001,31,7,2001,3.31
01-08-2001,1,8,2001,3.27
02-08-2001,2,8,2001,3.15
03-08-2001,3,8,2001,3.06
06-08-2001,6,8,2001,3.07
07-08-2001,7,8,2001,3.16
08-08-2001,8,8,2001,3.11
09-08-2001,9,8,2001,3.1
10-08-2001,10,8,2001,2.99
13-08-2001,13,8,2001,3
14-08-2001,14,8,2001,3.05
15-08-2001,15,8,2001,3.15
16-08-2001,16,8,2001,3.46
17-08-2001,17,8,2001,3.24
20-08-2001,20,8,2001,3.17
21-08-2001,21,8,2001,3.18
22-08-2001,22,8,2001,3.2
23-08-2001,23,8,2001,2.87
24-08-2001,24,8,2001,2.77
27-08-2001,27,8,2001,2.61
28-08-2001,28,8,2001,2.57
29-08-2001,29,8,2001,2.46
30-08-2001,30,8,2001,2.47
31-08-2001,31,8,2001,2.15
04-09-2001,4,9,2001,2.23
05-09-2001,5,9,2001,2.34
06-09-2001,6,9,2001,2.43
07-09-2001,7,9,2001,2.36
10-09-2001,10,9,2001,2.38
11-09-2001,11,9,2001,2.38
12-09-2001,12,9,2001,2.44
13-09-2001,13,9,2001,2.39
14-09-2001,14,9,2001,2.41
17-09-2001,17,9,2001,2.36
18-09-2001,18,9,2001,2.18
19-09-2001,19,9,2001,2.13
20-09-2001,20,9,2001,2.06
21-09-2001,21,9,2001,2.04
24-09-2001,24,9,2001,1.99
25-09-2001,25,9,2001,1.94
26-09-2001,26,9,2001,1.88
27-09-2001,27,9,2001,1.9
28-09-2001,28,9,2001,1.8
01-10-2001,1,10,2001,1.74
02-10-2001,2,10,2001,1.83
03-10-2001,3,10,2001,1.97
04-10-2001,4,10,2001,2.13
05-10-2001,5,10,2001,2.11
08-10-2001,8,10,2001,2.02
09-10-2001,9,10,2001,2.11
10-10-2001,10,10,2001,2.22
11-10-2001,11,10,2001,2.41
12-10-2001,12,10,2001,2.28
15-10-2001,15,10,2001,2.26
16-10-2001,16,10,2001,2.51
17-10-2001,17,10,2001,2.61
18-10-2001,18,10,2001,2.39
19-10-2001,19,10,2001,2.31
22-10-2001,22,10,2001,2.61
23-10-2001,23,10,2001,2.82
24-10-2001,24,10,2001,2.67
25-10-2001,25,10,2001,3.15
26-10-2001,26,10,2001,3.06
29-10-2001,29,10,2001,3.21
30-10-2001,30,10,2001,3.11
31-10-2001,31,10,2001,3.07
01-11-2001,1,11,2001,2.99
02-11-2001,2,11,2001,2.93
05-11-2001,5,11,2001,2.87
06-11-2001,6,11,2001,2.72
07-11-2001,7,11,2001,2.73
08-11-2001,8,11,2001,2.68
09-11-2001,9,11,2001,2.61
12-11-2001,12,11,2001,2.45
13-11-2001,13,11,2001,2.38
14-11-2001,14,11,2001,2.29
15-11-2001,15,11,2001,1.99
16-11-2001,16,11,2001,1.69
19-11-2001,19,11,2001,2.08
20-11-2001,20,11,2001,2.55
21-11-2001,21,11,2001,1.91
26-11-2001,26,11,2001,1.79
27-11-2001,27,11,2001,1.87
28-11-2001,28,11,2001,2.3
29-11-2001,29,11,2001,2.19
30-11-2001,30,11,2001,1.83
03-12-2001,3,12,2001,2.1
04-12-2001,4,12,2001,2
05-12-2001,5,12,2001,1.89
06-12-2001,6,12,2001,1.81
07-12-2001,7,12,2001,2.11
10-12-2001,10,12,2001,2.28
11-12-2001,11,12,2001,2.58
12-12-2001,12,12,2001,2.57
13-12-2001,13,12,2001,2.4
14-12-2001,14,12,2001,2.4
17-12-2001,17,12,2001,2.4
18-12-2001,18,12,2001,2.4
19-12-2001,19,12,2001,2.4
20-12-2001,20,12,2001,2.4
21-12-2001,21,12,2001,2.4
26-12-2001,26,12,2001,2.4
27-12-2001,27,12,2001,2.4
28-12-2001,28,12,2001,2.4
31-12-2001,31,12,2001,2.4
02-01-2002,2,1,2002,2.55
03-01-2002,3,1,2002,2.58
04-01-2002,4,1,2002,2.58
07-01-2002,7,1,2002,2.58
08-01-2002,8,1,2002,2.39
09-01-2002,9,1,2002,2.31
10-01-2002,10,1,2002,2.32
11-01-2002,11,1,2002,2.32
14-01-2002,14,1,2002,2.32
15-01-2002,15,1,2002,2.32
16-01-2002,16,1,2002,2.38
17-01-2002,17,1,2002,2.4
18-01-2002,18,1,2002,2.28
22-01-2002,22,1,2002,2.28
23-01-2002,23,1,2002,2.28
24-01-2002,24,1,2002,2.13
25-01-2002,25,1,2002,2.03
28-01-2002,28,1,2002,2.03
29-01-2002,29,1,2002,2.03
30-01-2002,30,1,2002,2.28
31-01-2002,31,1,2002,2.28
01-02-2002,1,2,2002,2.28
04-02-2002,4,2,2002,2.28
05-02-2002,5,2,2002,2.28
06-02-2002,6,2,2002,2.14
07-02-2002,7,2,2002,2.17
08-02-2002,8,2,2002,2.21
11-02-2002,11,2,2002,2.22
12-02-2002,12,2,2002,2.39
13-02-2002,13,2,2002,2.37
14-02-2002,14,2,2002,2.26
15-02-2002,15,2,2002,2.18
19-02-2002,19,2,2002,2.32
20-02-2002,20,2,2002,2.41
21-02-2002,21,2,2002,2.4
22-02-2002,22,2,2002,2.4
25-02-2002,25,2,2002,2.4
26-02-2002,26,2,2002,2.46
27-02-2002,27,2,2002,2.49
28-02-2002,28,2,2002,2.49
01-03-2002,1,3,2002,2.51
04-03-2002,4,3,2002,2.66
05-03-2002,5,3,2002,2.63
06-03-2002,6,3,2002,2.52
07-03-2002,7,3,2002,2.73
08-03-2002,8,3,2002,2.82
11-03-2002,11,3,2002,2.9
12-03-2002,12,3,2002,2.94
13-03-2002,13,3,2002,2.97
14-03-2002,14,3,2002,2.78
15-03-2002,15,3,2002,2.99
18-03-2002,18,3,2002,3.15
19-03-2002,19,3,2002,3.33
20-03-2002,20,3,2002,3.29
21-03-2002,21,3,2002,3.2
22-03-2002,22,3,2002,3.57
25-03-2002,25,3,2002,3.46
26-03-2002,26,3,2002,3.59
27-03-2002,27,3,2002,3.35
28-03-2002,28,3,2002,3.18
01-04-2002,1,4,2002,3.43
02-04-2002,2,4,2002,3.72
03-04-2002,3,4,2002,3.68
04-04-2002,4,4,2002,3.56
05-04-2002,5,4,2002,3.31
08-04-2002,8,4,2002,3.36
09-04-2002,9,4,2002,3.25
10-04-2002,10,4,2002,3.25
11-04-2002,11,4,2002,3.14
12-04-2002,12,4,2002,3.07
15-04-2002,15,4,2002,3.27
16-04-2002,16,4,2002,3.44
17-04-2002,17,4,2002,3.4
18-04-2002,18,4,2002,3.5
19-04-2002,19,4,2002,3.4
22-04-2002,22,4,2002,3.58
23-04-2002,23,4,2002,3.63
24-04-2002,24,4,2002,3.53
25-04-2002,25,4,2002,3.46
26-04-2002,26,4,2002,3.32
29-04-2002,29,4,2002,3.44
30-04-2002,30,4,2002,3.65
01-05-2002,1,5,2002,3.79
02-05-2002,2,5,2002,3.65
03-05-2002,3,5,2002,3.71
06-05-2002,6,5,2002,3.61
07-05-2002,7,5,2002,3.5
08-05-2002,8,5,2002,3.74
09-05-2002,9,5,2002,3.72
10-05-2002,10,5,2002,3.7
13-05-2002,13,5,2002,3.62
14-05-2002,14,5,2002,3.75
15-05-2002,15,5,2002,3.6
16-05-2002,16,5,2002,3.45
17-05-2002,17,5,2002,3.41
20-05-2002,20,5,2002,3.44
21-05-2002,21,5,2002,3.33
22-05-2002,22,5,2002,3.39
23-05-2002,23,5,2002,3.38
24-05-2002,24,5,2002,3.21
28-05-2002,28,5,2002,3.18
29-05-2002,29,5,2002,3.3
30-05-2002,30,5,2002,3.33
31-05-2002,31,5,2002,3.15
03-06-2002,3,6,2002,3.18
04-06-2002,4,6,2002,3.31
05-06-2002,5,6,2002,3.29
06-06-2002,6,6,2002,3.29
07-06-2002,7,6,2002,3.11
10-06-2002,10,6,2002,3.14
11-06-2002,11,6,2002,3.11
12-06-2002,12,6,2002,3.15
13-06-2002,13,6,2002,3.04
14-06-2002,14,6,2002,3.13
17-06-2002,17,6,2002,3.34
18-06-2002,18,6,2002,3.23
19-06-2002,19,6,2002,3.24
20-06-2002,20,6,2002,3.33
21-06-2002,21,6,2002,3.18
24-06-2002,24,6,2002,3.33
25-06-2002,25,6,2002,3.49
26-06-2002,26,6,2002,3.92
27-06-2002,27,6,2002,3.22
28-06-2002,28,6,2002,3.2
01-07-2002,1,7,2002,3.28
02-07-2002,2,7,2002,3.17
03-07-2002,3,7,2002,3.08
08-07-2002,8,7,2002,3.06
09-07-2002,9,7,2002,2.97
10-07-2002,10,7,2002,3.04
11-07-2002,11,7,2002,2.85
12-07-2002,12,7,2002,2.87
15-07-2002,15,7,2002,2.83
16-07-2002,16,7,2002,2.89
17-07-2002,17,7,2002,2.97
18-07-2002,18,7,2002,2.85
19-07-2002,19,7,2002,2.95
22-07-2002,22,7,2002,3.01
23-07-2002,23,7,2002,2.95
24-07-2002,24,7,2002,2.91
25-07-2002,25,7,2002,3.05
26-07-2002,26,7,2002,2.94
29-07-2002,29,7,2002,3.07
30-07-2002,30,7,2002,2.97
31-07-2002,31,7,2002,3.02
01-08-2002,1,8,2002,3.07
02-08-2002,2,8,2002,2.9
05-08-2002,5,8,2002,2.81
06-08-2002,6,8,2002,2.8
07-08-2002,7,8,2002,2.73
08-08-2002,8,8,2002,2.75
09-08-2002,9,8,2002,2.83
12-08-2002,12,8,2002,2.91
13-08-2002,13,8,2002,3.01
14-08-2002,14,8,2002,3.03
15-08-2002,15,8,2002,2.92
16-08-2002,16,8,2002,3.1
19-08-2002,19,8,2002,3.1
20-08-2002,20,8,2002,3.25
21-08-2002,21,8,2002,3.22
22-08-2002,22,8,2002,3.36
23-08-2002,23,8,2002,3.48
26-08-2002,26,8,2002,3.51
27-08-2002,27,8,2002,3.47
28-08-2002,28,8,2002,3.31
29-08-2002,29,8,2002,3.25
30-08-2002,30,8,2002,3.12
03-09-2002,3,9,2002,3.1
04-09-2002,4,9,2002,3.13
05-09-2002,5,9,2002,3.2
06-09-2002,6,9,2002,3.39
09-09-2002,9,9,2002,3.24
10-09-2002,10,9,2002,3.35
11-09-2002,11,9,2002,3.33
12-09-2002,12,9,2002,3.22
13-09-2002,13,9,2002,3.37
16-09-2002,16,9,2002,3.45
17-09-2002,17,9,2002,3.46
18-09-2002,18,9,2002,3.8
19-09-2002,19,9,2002,3.9
20-09-2002,20,9,2002,3.95
23-09-2002,23,9,2002,3.87
24-09-2002,24,9,2002,4
25-09-2002,25,9,2002,3.76
26-09-2002,26,9,2002,3.61
27-09-2002,27,9,2002,3.76
30-09-2002,30,9,2002,4.09
01-10-2002,1,10,2002,4.41
02-10-2002,2,10,2002,4.27
03-10-2002,3,10,2002,4.23
04-10-2002,4,10,2002,3.86
07-10-2002,7,10,2002,3.77
08-10-2002,8,10,2002,3.86
09-10-2002,9,10,2002,3.91
10-10-2002,10,10,2002,3.93
11-10-2002,11,10,2002,3.8
14-10-2002,14,10,2002,4.19
15-10-2002,15,10,2002,4.19
16-10-2002,16,10,2002,4.1
17-10-2002,17,10,2002,4.1
18-10-2002,18,10,2002,4.11
21-10-2002,21,10,2002,4.23
22-10-2002,22,10,2002,4.2
23-10-2002,23,10,2002,4.24
24-10-2002,24,10,2002,4.3
25-10-2002,25,10,2002,4.12
28-10-2002,28,10,2002,4.16
29-10-2002,29,10,2002,4.2
30-10-2002,30,10,2002,4.34
31-10-2002,31,10,2002,4.39
01-11-2002,1,11,2002,4.07
04-11-2002,4,11,2002,3.94
05-11-2002,5,11,2002,3.9
06-11-2002,6,11,2002,3.92
07-11-2002,7,11,2002,3.9
08-11-2002,8,11,2002,3.76
11-11-2002,11,11,2002,3.83
12-11-2002,12,11,2002,3.83
13-11-2002,13,11,2002,3.83
14-11-2002,14,11,2002,3.9
15-11-2002,15,11,2002,3.92
18-11-2002,18,11,2002,4.18
19-11-2002,19,11,2002,4.25
20-11-2002,20,11,2002,4.27
21-11-2002,21,11,2002,4.24
22-11-2002,22,11,2002,4.32
25-11-2002,25,11,2002,4.34
26-11-2002,26,11,2002,4.23
27-11-2002,27,11,2002,4.19
02-12-2002,2,12,2002,4.23
03-12-2002,3,12,2002,4.35
04-12-2002,4,12,2002,4.24
05-12-2002,5,12,2002,4.35
06-12-2002,6,12,2002,4.39
09-12-2002,9,12,2002,4.32
10-12-2002,10,12,2002,4.4
11-12-2002,11,12,2002,4.63
12-12-2002,12,12,2002,4.81
13-12-2002,13,12,2002,5.05
16-12-2002,16,12,2002,5.31
17-12-2002,17,12,2002,5.13
18-12-2002,18,12,2002,4.98
19-12-2002,19,12,2002,5.14
20-12-2002,20,12,2002,5.05
23-12-2002,23,12,2002,5.03
24-12-2002,24,12,2002,5.03
26-12-2002,26,12,2002,4.98
27-12-2002,27,12,2002,4.81
30-12-2002,30,12,2002,4.74
31-12-2002,31,12,2002,4.59
02-01-2003,2,1,2003,4.93
03-01-2003,3,1,2003,5.13
06-01-2003,6,1,2003,4.94
07-01-2003,7,1,2003,4.89
08-01-2003,8,1,2003,5.07
09-01-2003,9,1,2003,5.05
10-01-2003,10,1,2003,5.19
13-01-2003,13,1,2003,5.23
14-01-2003,14,1,2003,5.25
15-01-2003,15,1,2003,5.21
16-01-2003,16,1,2003,5.5
17-01-2003,17,1,2003,5.66
21-01-2003,21,1,2003,5.47
22-01-2003,22,1,2003,5.72
23-01-2003,23,1,2003,6.55
24-01-2003,24,1,2003,5.91
27-01-2003,27,1,2003,5.91
28-01-2003,28,1,2003,5.52
29-01-2003,29,1,2003,5.61
30-01-2003,30,1,2003,5.76
31-01-2003,31,1,2003,5.58
03-02-2003,3,2,2003,5.71
04-02-2003,4,2,2003,6.26
05-02-2003,5,2,2003,6.22
06-02-2003,6,2,2003,6.08
07-02-2003,7,2,2003,6.3
10-02-2003,10,2,2003,6.35
11-02-2003,11,2,2003,6.19
12-02-2003,12,2,2003,6.19
13-02-2003,13,2,2003,5.81
14-02-2003,14,2,2003,5.88
18-02-2003,18,2,2003,6.09
19-02-2003,19,2,2003,6.1
20-02-2003,20,2,2003,6.38
21-02-2003,21,2,2003,6.73
24-02-2003,24,2,2003,11.98
25-02-2003,25,2,2003,18.48
26-02-2003,26,2,2003,10.47
27-02-2003,27,2,2003,8.42
28-02-2003,28,2,2003,10.81
03-03-2003,3,3,2003,8.51
04-03-2003,4,3,2003,7.71
05-03-2003,5,3,2003,7.8
06-03-2003,6,3,2003,7.57
07-03-2003,7,3,2003,7.42
10-03-2003,10,3,2003,6.78
11-03-2003,11,3,2003,6.25
12-03-2003,12,3,2003,5.8
13-03-2003,13,3,2003,5.71
14-03-2003,14,3,2003,5.17
17-03-2003,17,3,2003,5.32
18-03-2003,18,3,2003,5.13
19-03-2003,19,3,2003,5.2
20-03-2003,20,3,2003,5.2
21-03-2003,21,3,2003,5.05
24-03-2003,24,3,2003,5.07
25-03-2003,25,3,2003,5.07
26-03-2003,26,3,2003,4.9
27-03-2003,27,3,2003,4.87
28-03-2003,28,3,2003,5.06
31-03-2003,31,3,2003,5.01
01-04-2003,1,4,2003,4.9
02-04-2003,2,4,2003,4.89
03-04-2003,3,4,2003,4.91
04-04-2003,4,4,2003,4.86
07-04-2003,7,4,2003,4.98
08-04-2003,8,4,2003,5.21
09-04-2003,9,4,2003,5.11
10-04-2003,10,4,2003,5.18
11-04-2003,11,4,2003,5.28
14-04-2003,14,4,2003,5.29
15-04-2003,15,4,2003,5.53
16-04-2003,16,4,2003,5.62
17-04-2003,17,4,2003,5.54
21-04-2003,21,4,2003,5.55
22-04-2003,22,4,2003,5.58
23-04-2003,23,4,2003,5.58
24-04-2003,24,4,2003,5.46
25-04-2003,25,4,2003,5.39
28-04-2003,28,4,2003,5.3
29-04-2003,29,4,2003,5.12
30-04-2003,30,4,2003,5.25
01-05-2003,1,5,2003,5.32
02-05-2003,2,5,2003,5.24
05-05-2003,5,5,2003,5.36
06-05-2003,6,5,2003,5.64
07-05-2003,7,5,2003,5.49
08-05-2003,8,5,2003,5.65
09-05-2003,9,5,2003,5.73
12-05-2003,12,5,2003,5.91
13-05-2003,13,5,2003,5.98
14-05-2003,14,5,2003,6.17
15-05-2003,15,5,2003,6.24
16-05-2003,16,5,2003,5.96
19-05-2003,19,5,2003,6.08
20-05-2003,20,5,2003,5.93
21-05-2003,21,5,2003,6.08
22-05-2003,22,5,2003,6.09
23-05-2003,23,5,2003,5.92
27-05-2003,27,5,2003,5.84
28-05-2003,28,5,2003,5.71
29-05-2003,29,5,2003,5.76
30-05-2003,30,5,2003,5.99
02-06-2003,2,6,2003,6.22
03-06-2003,3,6,2003,6.25
04-06-2003,4,6,2003,6.4
05-06-2003,5,6,2003,6.17
06-06-2003,6,6,2003,6.25
09-06-2003,9,6,2003,6.25
10-06-2003,10,6,2003,6.08
11-06-2003,11,6,2003,6.06
12-06-2003,12,6,2003,5.86
13-06-2003,13,6,2003,5.44
16-06-2003,16,6,2003,5.45
17-06-2003,17,6,2003,5.66
18-06-2003,18,6,2003,5.53
19-06-2003,19,6,2003,5.53
20-06-2003,20,6,2003,5.68
23-06-2003,23,6,2003,5.89
24-06-2003,24,6,2003,5.84
25-06-2003,25,6,2003,5.64
26-06-2003,26,6,2003,5.49
27-06-2003,27,6,2003,5.19
30-06-2003,30,6,2003,5.31
01-07-2003,1,7,2003,5.22
02-07-2003,2,7,2003,5.05
03-07-2003,3,7,2003,4.96
07-07-2003,7,7,2003,5.2
08-07-2003,8,7,2003,5.4
09-07-2003,9,7,2003,5.56
10-07-2003,10,7,2003,5.4
11-07-2003,11,7,2003,5.22
14-07-2003,14,7,2003,5.15
15-07-2003,15,7,2003,5.17
16-07-2003,16,7,2003,5
17-07-2003,17,7,2003,4.96
18-07-2003,18,7,2003,5.01
21-07-2003,21,7,2003,5.11
22-07-2003,22,7,2003,5.04
23-07-2003,23,7,2003,4.88
24-07-2003,24,7,2003,4.86
25-07-2003,25,7,2003,4.68
28-07-2003,28,7,2003,4.68
29-07-2003,29,7,2003,4.72
30-07-2003,30,7,2003,4.68
31-07-2003,31,7,2003,4.63
01-08-2003,1,8,2003,4.71
04-08-2003,4,8,2003,4.81
05-08-2003,5,8,2003,4.71
06-08-2003,6,8,2003,4.74
07-08-2003,7,8,2003,4.85
08-08-2003,8,8,2003,5.02
11-08-2003,11,8,2003,5.08
12-08-2003,12,8,2003,5.06
13-08-2003,13,8,2003,5.17
14-08-2003,14,8,2003,5.1
15-08-2003,15,8,2003,4.83
18-08-2003,18,8,2003,4.94
19-08-2003,19,8,2003,4.99
20-08-2003,20,8,2003,5.03
21-08-2003,21,8,2003,5.14
22-08-2003,22,8,2003,5.24
25-08-2003,25,8,2003,5.26
26-08-2003,26,8,2003,5.09
27-08-2003,27,8,2003,5.11
28-08-2003,28,8,2003,4.94
29-08-2003,29,8,2003,4.86
02-09-2003,2,9,2003,4.62
03-09-2003,3,9,2003,4.68
04-09-2003,4,9,2003,4.7
05-09-2003,5,9,2003,4.76
08-09-2003,8,9,2003,4.82
09-09-2003,9,9,2003,4.7
10-09-2003,10,9,2003,4.78
11-09-2003,11,9,2003,4.85
12-09-2003,12,9,2003,4.66
15-09-2003,15,9,2003,4.66
16-09-2003,16,9,2003,4.67
17-09-2003,17,9,2003,4.61
18-09-2003,18,9,2003,4.52
19-09-2003,19,9,2003,4.33
22-09-2003,22,9,2003,4.38
23-09-2003,23,9,2003,4.51
24-09-2003,24,9,2003,4.58
25-09-2003,25,9,2003,4.55
26-09-2003,26,9,2003,4.42
29-09-2003,29,9,2003,4.57
30-09-2003,30,9,2003,4.66
01-10-2003,1,10,2003,4.47
02-10-2003,2,10,2003,4.42
03-10-2003,3,10,2003,4.34
06-10-2003,6,10,2003,4.4
07-10-2003,7,10,2003,4.66
08-10-2003,8,10,2003,4.84
09-10-2003,9,10,2003,4.78
10-10-2003,10,10,2003,4.92
13-10-2003,13,10,2003,4.96
14-10-2003,14,10,2003,4.84
15-10-2003,15,10,2003,4.93
16-10-2003,16,10,2003,4.92
17-10-2003,17,10,2003,4.53
20-10-2003,20,10,2003,4.3
21-10-2003,21,10,2003,4.64
22-10-2003,22,10,2003,4.89
23-10-2003,23,10,2003,4.9
24-10-2003,24,10,2003,4.78
27-10-2003,27,10,2003,4.56
28-10-2003,28,10,2003,4.45
29-10-2003,29,10,2003,4.51
30-10-2003,30,10,2003,4.4
31-10-2003,31,10,2003,3.98
03-11-2003,3,11,2003,4.12
04-11-2003,4,11,2003,4.01
05-11-2003,5,11,2003,4.46
06-11-2003,6,11,2003,4.74
07-11-2003,7,11,2003,4.48
10-11-2003,10,11,2003,4.42
11-11-2003,11,11,2003,4.52
12-11-2003,12,11,2003,4.77
13-11-2003,13,11,2003,4.6
14-11-2003,14,11,2003,4.62
17-11-2003,17,11,2003,4.49
18-11-2003,18,11,2003,4.35
19-11-2003,19,11,2003,4.46
20-11-2003,20,11,2003,4.35
21-11-2003,21,11,2003,4.15
24-11-2003,24,11,2003,4.57
25-11-2003,25,11,2003,4.49
26-11-2003,26,11,2003,4.86
01-12-2003,1,12,2003,5.02
02-12-2003,2,12,2003,5.45
03-12-2003,3,12,2003,5.45
04-12-2003,4,12,2003,5.7
05-12-2003,5,12,2003,6.27
08-12-2003,8,12,2003,6.06
09-12-2003,9,12,2003,6.52
10-12-2003,10,12,2003,6.67
11-12-2003,11,12,2003,6.56
12-12-2003,12,12,2003,6.73
15-12-2003,15,12,2003,6.63
16-12-2003,16,12,2003,6.58
17-12-2003,17,12,2003,6.56
18-12-2003,18,12,2003,6.98
19-12-2003,19,12,2003,6.92
22-12-2003,22,12,2003,6.32
23-12-2003,23,12,2003,5.58
24-12-2003,24,12,2003,5.5
29-12-2003,29,12,2003,5.46
30-12-2003,30,12,2003,5.96
31-12-2003,31,12,2003,5.76
05-01-2004,5,1,2004,6.28
06-01-2004,6,1,2004,7.04
07-01-2004,7,1,2004,6.61
08-01-2004,8,1,2004,6.41
09-01-2004,9,1,2004,6.91
12-01-2004,12,1,2004,6.29
13-01-2004,13,1,2004,6.26
14-01-2004,14,1,2004,5.73
15-01-2004,15,1,2004,6.02
16-01-2004,16,1,2004,5.43
20-01-2004,20,1,2004,6.15
21-01-2004,21,1,2004,6.26
22-01-2004,22,1,2004,6.03
23-01-2004,23,1,2004,5.82
26-01-2004,26,1,2004,5.7
27-01-2004,27,1,2004,5.87
28-01-2004,28,1,2004,6.04
29-01-2004,29,1,2004,5.99
30-01-2004,30,1,2004,5.8
02-02-2004,2,2,2004,5.51
03-02-2004,3,2,2004,5.69
04-02-2004,4,2,2004,5.74
05-02-2004,5,2,2004,5.54
06-02-2004,6,2,2004,5.38
09-02-2004,9,2,2004,5.44
10-02-2004,10,2,2004,5.49
11-02-2004,11,2,2004,5.34
12-02-2004,12,2,2004,5.35
13-02-2004,13,2,2004,5.62
17-02-2004,17,2,2004,5.43
18-02-2004,18,2,2004,5.33
19-02-2004,19,2,2004,5.28
20-02-2004,20,2,2004,5.19
23-02-2004,23,2,2004,5.1
24-02-2004,24,2,2004,5.08
25-02-2004,25,2,2004,5.1
26-02-2004,26,2,2004,5.13
27-02-2004,27,2,2004,5.27
01-03-2004,1,3,2004,5.17
02-03-2004,2,3,2004,5.37
03-03-2004,3,3,2004,5.34
04-03-2004,4,3,2004,5.17
05-03-2004,5,3,2004,5.32
08-03-2004,8,3,2004,5.42
09-03-2004,9,3,2004,5.34
10-03-2004,10,3,2004,5.33
11-03-2004,11,3,2004,5.33
12-03-2004,12,3,2004,5.52
15-03-2004,15,3,2004,5.59
16-03-2004,16,3,2004,5.6
17-03-2004,17,3,2004,5.61
18-03-2004,18,3,2004,5.63
19-03-2004,19,3,2004,5.49
22-03-2004,22,3,2004,5.46
23-03-2004,23,3,2004,5.36
24-03-2004,24,3,2004,5.35
25-03-2004,25,3,2004,5.22
26-03-2004,26,3,2004,5.16
29-03-2004,29,3,2004,5.25
30-03-2004,30,3,2004,5.4
31-03-2004,31,3,2004,5.63
01-04-2004,1,4,2004,5.82
02-04-2004,2,4,2004,5.69
05-04-2004,5,4,2004,5.81
06-04-2004,6,4,2004,5.7
07-04-2004,7,4,2004,5.76
08-04-2004,8,4,2004,5.84
12-04-2004,12,4,2004,5.85
13-04-2004,13,4,2004,5.92
14-04-2004,14,4,2004,5.73
15-04-2004,15,4,2004,5.68
16-04-2004,16,4,2004,5.62
19-04-2004,19,4,2004,5.57
20-04-2004,20,4,2004,5.46
21-04-2004,21,4,2004,5.52
22-04-2004,22,4,2004,5.59
23-04-2004,23,4,2004,5.53
26-04-2004,26,4,2004,5.6
27-04-2004,27,4,2004,5.81
28-04-2004,28,4,2004,5.8
29-04-2004,29,4,2004,5.78
30-04-2004,30,4,2004,5.81
03-05-2004,3,5,2004,5.8
04-05-2004,4,5,2004,6.21
05-05-2004,5,5,2004,6.09
06-05-2004,6,5,2004,6.22
07-05-2004,7,5,2004,6.18
10-05-2004,10,5,2004,6.14
11-05-2004,11,5,2004,6.24
12-05-2004,12,5,2004,6.41
13-05-2004,13,5,2004,6.42
14-05-2004,14,5,2004,6.43
17-05-2004,17,5,2004,6.41
18-05-2004,18,5,2004,6.28
19-05-2004,19,5,2004,6.18
20-05-2004,20,5,2004,6.44
21-05-2004,21,5,2004,6.35
24-05-2004,24,5,2004,6.48
25-05-2004,25,5,2004,6.73
26-05-2004,26,5,2004,6.7
27-05-2004,27,5,2004,6.51
28-05-2004,28,5,2004,6.45
01-06-2004,1,6,2004,6.45
02-06-2004,2,6,2004,6.51
03-06-2004,3,6,2004,6.44
04-06-2004,4,6,2004,6.15
07-06-2004,7,6,2004,6.09
08-06-2004,8,6,2004,6.19
09-06-2004,9,6,2004,6.04
10-06-2004,10,6,2004,6
14-06-2004,14,6,2004,6.15
15-06-2004,15,6,2004,6.35
16-06-2004,16,6,2004,6.38
17-06-2004,17,6,2004,6.57
18-06-2004,18,6,2004,6.48
21-06-2004,21,6,2004,6.42
22-06-2004,22,6,2004,6.29
23-06-2004,23,6,2004,6.3
24-06-2004,24,6,2004,6.41
25-06-2004,25,6,2004,6.28
28-06-2004,28,6,2004,6.13
29-06-2004,29,6,2004,6.02
30-06-2004,30,6,2004,6.03
01-07-2004,1,7,2004,5.95
02-07-2004,2,7,2004,5.88
06-07-2004,6,7,2004,6.16
07-07-2004,7,7,2004,6.27
08-07-2004,8,7,2004,6.19
09-07-2004,9,7,2004,5.89
12-07-2004,12,7,2004,5.95
13-07-2004,13,7,2004,5.85
14-07-2004,14,7,2004,5.91
15-07-2004,15,7,2004,5.92
16-07-2004,16,7,2004,5.77
19-07-2004,19,7,2004,5.75
20-07-2004,20,7,2004,5.8
21-07-2004,21,7,2004,5.9
22-07-2004,22,7,2004,5.85
23-07-2004,23,7,2004,5.98
26-07-2004,26,7,2004,5.94
27-07-2004,27,7,2004,5.87
28-07-2004,28,7,2004,5.77
29-07-2004,29,7,2004,5.93
30-07-2004,30,7,2004,6.03
02-08-2004,2,8,2004,5.86
03-08-2004,3,8,2004,5.77
04-08-2004,4,8,2004,5.7
05-08-2004,5,8,2004,5.54
06-08-2004,6,8,2004,5.42
09-08-2004,9,8,2004,5.58
10-08-2004,10,8,2004,5.78
11-08-2004,11,8,2004,5.64
12-08-2004,12,8,2004,5.46
13-08-2004,13,8,2004,5.27
16-08-2004,16,8,2004,5.34
17-08-2004,17,8,2004,5.27
18-08-2004,18,8,2004,5.36
19-08-2004,19,8,2004,5.34
20-08-2004,20,8,2004,5.39
23-08-2004,23,8,2004,5.34
24-08-2004,24,8,2004,5.23
25-08-2004,25,8,2004,5.32
26-08-2004,26,8,2004,5.19
27-08-2004,27,8,2004,5.05
30-08-2004,30,8,2004,5.05
31-08-2004,31,8,2004,5.04
01-09-2004,1,9,2004,5.02
02-09-2004,2,9,2004,4.75
03-09-2004,3,9,2004,4.32
07-09-2004,7,9,2004,4.41
