Date,day,month,year,price
08-09-2004,8,9,2004,4.69
09-09-2004,9,9,2004,4.57
10-09-2004,10,9,2004,4.57
13-09-2004,13,9,2004,5.12
14-09-2004,14,9,2004,5.15
15-09-2004,15,9,2004,5.17
16-09-2004,16,9,2004,4.82
17-09-2004,17,9,2004,4.95
20-09-2004,20,9,2004,5.22
21-09-2004,21,9,2004,5.43
22-09-2004,22,9,2004,5.58
23-09-2004,23,9,2004,5.58
24-09-2004,24,9,2004,5.41
27-09-2004,27,9,2004,5.22
28-09-2004,28,9,2004,5.45
29-09-2004,29,9,2004,6.26
30-09-2004,30,9,2004,6.36
01-10-2004,1,10,2004,5.38
04-10-2004,4,10,2004,5.72
05-10-2004,5,10,2004,6.07
06-10-2004,6,10,2004,6
07-10-2004,7,10,2004,6.24
08-10-2004,8,10,2004,5.59
11-10-2004,11,10,2004,5.63
12-10-2004,12,10,2004,5.63
13-10-2004,13,10,2004,5.38
14-10-2004,14,10,2004,5.76
15-10-2004,15,10,2004,5.64
18-10-2004,18,10,2004,5.64
19-10-2004,19,10,2004,6.13
20-10-2004,20,10,2004,7.27
21-10-2004,21,10,2004,7.35
22-10-2004,22,10,2004,7.11
25-10-2004,25,10,2004,7.75
26-10-2004,26,10,2004,7.78
27-10-2004,27,10,2004,8.12
28-10-2004,28,10,2004,6.8
29-10-2004,29,10,2004,6.43
01-11-2004,1,11,2004,6.98
02-11-2004,2,11,2004,6.88
03-11-2004,3,11,2004,7.25
04-11-2004,4,11,2004,7.4
05-11-2004,5,11,2004,6.08
08-11-2004,8,11,2004,6.62
09-11-2004,9,11,2004,5.79
10-11-2004,10,11,2004,6.12
11-11-2004,11,11,2004,6.19
12-11-2004,12,11,2004,5.9
15-11-2004,15,11,2004,6.02
16-11-2004,16,11,2004,6.57
17-11-2004,17,11,2004,6.06
18-11-2004,18,11,2004,5.59
19-11-2004,19,11,2004,4.81
22-11-2004,22,11,2004,5.24
23-11-2004,23,11,2004,5.24
24-11-2004,24,11,2004,5.01
29-11-2004,29,11,2004,6.76
30-11-2004,30,11,2004,6.79
01-12-2004,1,12,2004,6.78
02-12-2004,2,12,2004,6.69
03-12-2004,3,12,2004,6.04
06-12-2004,6,12,2004,6.05
07-12-2004,7,12,2004,6.03
08-12-2004,8,12,2004,5.98
09-12-2004,9,12,2004,6.04
10-12-2004,10,12,2004,6.29
13-12-2004,13,12,2004,6.89
14-12-2004,14,12,2004,7.1
15-12-2004,15,12,2004,7.04
16-12-2004,16,12,2004,6.88
17-12-2004,17,12,2004,7.26
20-12-2004,20,12,2004,7.14
21-12-2004,21,12,2004,6.83
22-12-2004,22,12,2004,7.05
23-12-2004,23,12,2004,6.98
27-12-2004,27,12,2004,6.57
28-12-2004,28,12,2004,6.27
29-12-2004,29,12,2004,6.18
30-12-2004,30,12,2004,6.02
03-01-2005,3,1,2005,5.53
04-01-2005,4,1,2005,5.71
05-01-2005,5,1,2005,5.84
06-01-2005,6,1,2005,5.79
07-01-2005,7,1,2005,5.82
10-01-2005,10,1,2005,6.21
11-01-2005,11,1,2005,5.96
12-01-2005,12,1,2005,5.89
13-01-2005,13,1,2005,6.06
14-01-2005,14,1,2005,6.45
18-01-2005,18,1,2005,6.69
19-01-2005,19,1,2005,6.19
20-01-2005,20,1,2005,6.27
21-01-2005,21,1,2005,6.43
24-01-2005,24,1,2005,6.41
25-01-2005,25,1,2005,6.44
26-01-2005,26,1,2005,6.44
27-01-2005,27,1,2005,6.5
28-01-2005,28,1,2005,6.23
31-01-2005,31,1,2005,6.14
01-02-2005,1,2,2005,6.28
02-02-2005,2,2,2005,6.38
03-02-2005,3,2,2005,6.32
04-02-2005,4,2,2005,6.12
07-02-2005,7,2,2005,6.02
08-02-2005,8,2,2005,5.95
09-02-2005,9,2,2005,6.2
10-02-2005,10,2,2005,6.21
11-02-2005,11,2,2005,6.02
14-02-2005,14,2,2005,5.95
15-02-2005,15,2,2005,6.01
16-02-2005,16,2,2005,6.1
17-02-2005,17,2,2005,6.05
18-02-2005,18,2,2005,5.88
22-02-2005,22,2,2005,5.92
23-02-2005,23,2,2005,6.02
24-02-2005,24,2,2005,6.33
25-02-2005,25,2,2005,6.24
28-02-2005,28,2,2005,6.62
01-03-2005,1,3,2005,6.63
02-03-2005,2,3,2005,6.61
03-03-2005,3,3,2005,6.71
04-03-2005,4,3,2005,6.51
07-03-2005,7,3,2005,6.66
08-03-2005,8,3,2005,6.81
09-03-2005,9,3,2005,6.99
10-03-2005,10,3,2005,6.91
11-03-2005,11,3,2005,6.73
14-03-2005,14,3,2005,6.86
15-03-2005,15,3,2005,7.16
16-03-2005,16,3,2005,7.08
17-03-2005,17,3,2005,7.25
18-03-2005,18,3,2005,7.12
21-03-2005,21,3,2005,7.16
22-03-2005,22,3,2005,7.24
23-03-2005,23,3,2005,7.11
24-03-2005,24,3,2005,7.07
28-03-2005,28,3,2005,6.94
29-03-2005,29,3,2005,6.93
30-03-2005,30,3,2005,7.18
31-03-2005,31,3,2005,7.46
01-04-2005,1,4,2005,7.57
04-04-2005,4,4,2005,7.8
05-04-2005,5,4,2005,7.44
06-04-2005,6,4,2005,7.46
07-04-2005,7,4,2005,7.5
08-04-2005,8,4,2005,7.26
11-04-2005,11,4,2005,7.17
12-04-2005,12,4,2005,7.34
13-04-2005,13,4,2005,7.07
14-04-2005,14,4,2005,7.02
15-04-2005,15,4,2005,6.95
18-04-2005,18,4,2005,6.95
19-04-2005,19,4,2005,6.95
20-04-2005,20,4,2005,7.1
21-04-2005,21,4,2005,6.93
22-04-2005,22,4,2005,7.06
25-04-2005,25,4,2005,7.27
26-04-2005,26,4,2005,7.08
27-04-2005,27,4,2005,7.1
28-04-2005,28,4,2005,6.67
29-04-2005,29,4,2005,6.64
02-05-2005,2,5,2005,6.5
03-05-2005,3,5,2005,6.61
04-05-2005,4,5,2005,6.49
05-05-2005,5,5,2005,6.65
06-05-2005,6,5,2005,6.67
09-05-2005,9,5,2005,6.56
10-05-2005,10,5,2005,6.67
11-05-2005,11,5,2005,6.63
12-05-2005,12,5,2005,6.62
13-05-2005,13,5,2005,6.47
16-05-2005,16,5,2005,6.45
17-05-2005,17,5,2005,6.41
18-05-2005,18,5,2005,6.5
19-05-2005,19,5,2005,6.39
20-05-2005,20,5,2005,6.36
23-05-2005,23,5,2005,6.33
24-05-2005,24,5,2005,6.45
25-05-2005,25,5,2005,6.33
26-05-2005,26,5,2005,6.3
27-05-2005,27,5,2005,6.22
31-05-2005,31,5,2005,6.31
01-06-2005,1,6,2005,6.36
02-06-2005,2,6,2005,6.63
03-06-2005,3,6,2005,6.65
06-06-2005,6,6,2005,7.05
07-06-2005,7,6,2005,7.13
08-06-2005,8,6,2005,7.22
09-06-2005,9,6,2005,7.05
10-06-2005,10,6,2005,7.09
13-06-2005,13,6,2005,7.08
14-06-2005,14,6,2005,7.32
15-06-2005,15,6,2005,7.39
16-06-2005,16,6,2005,7.41
17-06-2005,17,6,2005,7.61
20-06-2005,20,6,2005,7.8
21-06-2005,21,6,2005,7.46
22-06-2005,22,6,2005,7.39
23-06-2005,23,6,2005,7.51
24-06-2005,24,6,2005,7.45
27-06-2005,27,6,2005,7.29
28-06-2005,28,6,2005,7.04
29-06-2005,29,6,2005,7.08
30-06-2005,30,6,2005,7.01
01-07-2005,1,7,2005,7.01
05-07-2005,5,7,2005,7.38
06-07-2005,6,7,2005,7.69
07-07-2005,7,7,2005,7.62
08-07-2005,8,7,2005,7.87
11-07-2005,11,7,2005,7.35
12-07-2005,12,7,2005,7.79
13-07-2005,13,7,2005,7.78
14-07-2005,14,7,2005,7.99
15-07-2005,15,7,2005,8.02
18-07-2005,18,7,2005,7.77
19-07-2005,19,7,2005,7.7
20-07-2005,20,7,2005,7.75
21-07-2005,21,7,2005,7.64
22-07-2005,22,7,2005,7.41
25-07-2005,25,7,2005,7.38
26-07-2005,26,7,2005,7.45
27-07-2005,27,7,2005,7.52
28-07-2005,28,7,2005,7.69
29-07-2005,29,7,2005,7.76
01-08-2005,1,8,2005,8.03
02-08-2005,2,8,2005,8.38
03-08-2005,3,8,2005,8.75
04-08-2005,4,8,2005,8.55
05-08-2005,5,8,2005,8.6
08-08-2005,8,8,2005,8.93
09-08-2005,9,8,2005,8.7
10-08-2005,10,8,2005,8.82
11-08-2005,11,8,2005,9.29
12-08-2005,12,8,2005,9.59
15-08-2005,15,8,2005,9.53
16-08-2005,16,8,2005,9.66
17-08-2005,17,8,2005,9.99
18-08-2005,18,8,2005,9.38
19-08-2005,19,8,2005,9.09
22-08-2005,22,8,2005,9.44
23-08-2005,23,8,2005,9.96
24-08-2005,24,8,2005,10.02
25-08-2005,25,8,2005,9.77
26-08-2005,26,8,2005,9.86
29-08-2005,29,8,2005,9.86
30-08-2005,30,8,2005,12.36
31-08-2005,31,8,2005,12.69
01-09-2005,1,9,2005,11.36
02-09-2005,2,9,2005,11.75
06-09-2005,6,9,2005,11.56
07-09-2005,7,9,2005,11.03
08-09-2005,8,9,2005,10.92
09-09-2005,9,9,2005,11.03
12-09-2005,12,9,2005,10.68
13-09-2005,13,9,2005,10.71
14-09-2005,14,9,2005,10.8
15-09-2005,15,9,2005,11.24
16-09-2005,16,9,2005,11.25
19-09-2005,19,9,2005,11.99
20-09-2005,20,9,2005,12.76
21-09-2005,21,9,2005,14.26
22-09-2005,22,9,2005,14.84
07-10-2005,7,10,2005,13.67
10-10-2005,10,10,2005,13.29
11-10-2005,11,10,2005,13.67
12-10-2005,12,10,2005,13.77
13-10-2005,13,10,2005,13.48
14-10-2005,14,10,2005,12.8
17-10-2005,17,10,2005,13.89
18-10-2005,18,10,2005,13.41
19-10-2005,19,10,2005,13.52
20-10-2005,20,10,2005,13.24
21-10-2005,21,10,2005,12.73
24-10-2005,24,10,2005,12.95
25-10-2005,25,10,2005,13.9
26-10-2005,26,10,2005,14.68
27-10-2005,27,10,2005,13.9
28-10-2005,28,10,2005,13.1
31-10-2005,31,10,2005,12.18
01-11-2005,1,11,2005,10.8
02-11-2005,2,11,2005,10.85
03-11-2005,3,11,2005,10.79
04-11-2005,4,11,2005,9.67
07-11-2005,7,11,2005,8.77
08-11-2005,8,11,2005,9.15
09-11-2005,9,11,2005,9.31
10-11-2005,10,11,2005,9.66
11-11-2005,11,11,2005,9.2
14-11-2005,14,11,2005,9.15
15-11-2005,15,11,2005,9.21
16-11-2005,16,11,2005,11.03
17-11-2005,17,11,2005,11.92
18-11-2005,18,11,2005,10.01
21-11-2005,21,11,2005,10.48
22-11-2005,22,11,2005,11.15
23-11-2005,23,11,2005,11.02
28-11-2005,28,11,2005,11.01
29-11-2005,29,11,2005,11.17
30-11-2005,30,11,2005,11.73
01-12-2005,1,12,2005,12.58
02-12-2005,2,12,2005,12.95
05-12-2005,5,12,2005,14.27
06-12-2005,6,12,2005,13.57
07-12-2005,7,12,2005,13.95
08-12-2005,8,12,2005,14.25
09-12-2005,9,12,2005,15.02
12-12-2005,12,12,2005,14.82
13-12-2005,13,12,2005,15.39
14-12-2005,14,12,2005,14.81
15-12-2005,15,12,2005,14.07
16-12-2005,16,12,2005,13.36
19-12-2005,19,12,2005,13.73
20-12-2005,20,12,2005,13.79
21-12-2005,21,12,2005,13.56
22-12-2005,22,12,2005,13.03
23-12-2005,23,12,2005,11.17
27-12-2005,27,12,2005,10.22
28-12-2005,28,12,2005,9.9
29-12-2005,29,12,2005,10.07
30-12-2005,30,12,2005,9.52
03-01-2006,3,1,2006,9.9
04-01-2006,4,1,2006,9.25
05-01-2006,5,1,2006,9.24
06-01-2006,6,1,2006,9.3
09-01-2006,9,1,2006,8.79
10-01-2006,10,1,2006,8.6
11-01-2006,11,1,2006,8.55
12-01-2006,12,1,2006,8.7
13-01-2006,13,1,2006,8.5
17-01-2006,17,1,2006,8.82
18-01-2006,18,1,2006,8.86
19-01-2006,19,1,2006,8.21
20-01-2006,20,1,2006,8.8
23-01-2006,23,1,2006,8.29
24-01-2006,24,1,2006,8.27
25-01-2006,25,1,2006,8.5
26-01-2006,26,1,2006,7.86
27-01-2006,27,1,2006,8.19
30-01-2006,30,1,2006,8.36
31-01-2006,31,1,2006,8.73
01-02-2006,1,2,2006,8.71
02-02-2006,2,2,2006,8.01
03-02-2006,3,2,2006,8.01
06-02-2006,6,2,2006,8.24
07-02-2006,7,2,2006,7.74
08-02-2006,8,2,2006,7.88
09-02-2006,9,2,2006,7.55
10-02-2006,10,2,2006,7.57
13-02-2006,13,2,2006,7.36
14-02-2006,14,2,2006,7.03
15-02-2006,15,2,2006,7.31
16-02-2006,16,2,2006,7.16
17-02-2006,17,2,2006,7.39
21-02-2006,21,2,2006,7.4
22-02-2006,22,2,2006,7.55
23-02-2006,23,2,2006,7.23
24-02-2006,24,2,2006,7.39
27-02-2006,27,2,2006,6.97
28-02-2006,28,2,2006,6.69
01-03-2006,1,3,2006,6.62
02-03-2006,2,3,2006,6.69
03-03-2006,3,3,2006,6.59
06-03-2006,6,3,2006,6.5
07-03-2006,7,3,2006,6.53
08-03-2006,8,3,2006,6.47
09-03-2006,9,3,2006,6.31
10-03-2006,10,3,2006,6.4
13-03-2006,13,3,2006,6.77
14-03-2006,14,3,2006,7.15
15-03-2006,15,3,2006,7.1
16-03-2006,16,3,2006,7.12
17-03-2006,17,3,2006,7.17
20-03-2006,20,3,2006,7
21-03-2006,21,3,2006,6.83
22-03-2006,22,3,2006,7.06
23-03-2006,23,3,2006,7.16
24-03-2006,24,3,2006,7.43
27-03-2006,27,3,2006,7.05
28-03-2006,28,3,2006,7.15
29-03-2006,29,3,2006,7.16
30-03-2006,30,3,2006,7.19
31-03-2006,31,3,2006,6.98
03-04-2006,3,4,2006,7.08
04-04-2006,4,4,2006,7.04
05-04-2006,5,4,2006,6.89
06-04-2006,6,4,2006,7.06
07-04-2006,7,4,2006,6.81
10-04-2006,10,4,2006,6.83
11-04-2006,11,4,2006,6.99
12-04-2006,12,4,2006,6.78
13-04-2006,13,4,2006,6.64
17-04-2006,17,4,2006,7.22
18-04-2006,18,4,2006,7.6
19-04-2006,19,4,2006,7.72
20-04-2006,20,4,2006,7.95
21-04-2006,21,4,2006,7.65
24-04-2006,24,4,2006,7.73
25-04-2006,25,4,2006,7.37
26-04-2006,26,4,2006,7.17
27-04-2006,27,4,2006,6.94
28-04-2006,28,4,2006,6.64
01-05-2006,1,5,2006,6.53
02-05-2006,2,5,2006,6.68
03-05-2006,3,5,2006,6.56
04-05-2006,4,5,2006,6.47
05-05-2006,5,5,2006,6.8
08-05-2006,8,5,2006,6.54
09-05-2006,9,5,2006,6.55
10-05-2006,10,5,2006,6.5
11-05-2006,11,5,2006,6.8
12-05-2006,12,5,2006,6.35
15-05-2006,15,5,2006,5.92
16-05-2006,16,5,2006,5.99
17-05-2006,17,5,2006,6.15
18-05-2006,18,5,2006,5.79
19-05-2006,19,5,2006,5.77
22-05-2006,22,5,2006,5.91
23-05-2006,23,5,2006,6.27
24-05-2006,24,5,2006,6.01
25-05-2006,25,5,2006,5.85
26-05-2006,26,5,2006,5.78
30-05-2006,30,5,2006,6.2
31-05-2006,31,5,2006,5.97
01-06-2006,1,6,2006,6.25
02-06-2006,2,6,2006,6.23
05-06-2006,5,6,2006,6.4
06-06-2006,6,6,2006,6.16
07-06-2006,7,6,2006,5.82
08-06-2006,8,6,2006,5.84
09-06-2006,9,6,2006,6.1
12-06-2006,12,6,2006,6.02
13-06-2006,13,6,2006,5.95
14-06-2006,14,6,2006,6.08
15-06-2006,15,6,2006,6.43
16-06-2006,16,6,2006,7.03
19-06-2006,19,6,2006,6.71
20-06-2006,20,6,2006,6.62
21-06-2006,21,6,2006,6.5
22-06-2006,22,6,2006,6.51
23-06-2006,23,6,2006,6.14
26-06-2006,26,6,2006,5.89
27-06-2006,27,6,2006,5.97
28-06-2006,28,6,2006,6.04
29-06-2006,29,6,2006,6.09
30-06-2006,30,6,2006,5.84
05-07-2006,5,7,2006,5.7
06-07-2006,6,7,2006,5.28
07-07-2006,7,7,2006,5.18
10-07-2006,10,7,2006,5.32
11-07-2006,11,7,2006,5.51
12-07-2006,12,7,2006,5.66
13-07-2006,13,7,2006,5.92
14-07-2006,14,7,2006,6.28
17-07-2006,17,7,2006,6.27
18-07-2006,18,7,2006,6.02
19-07-2006,19,7,2006,5.89
20-07-2006,20,7,2006,6.14
21-07-2006,21,7,2006,5.9
24-07-2006,24,7,2006,6.33
25-07-2006,25,7,2006,6.78
26-07-2006,26,7,2006,6.71
27-07-2006,27,7,2006,7.03
28-07-2006,28,7,2006,7.24
31-07-2006,31,7,2006,8.04
01-08-2006,1,8,2006,8.66
02-08-2006,2,8,2006,8.65
03-08-2006,3,8,2006,7.61
04-08-2006,4,8,2006,7.44
07-08-2006,7,8,2006,6.97
08-08-2006,8,8,2006,7.06
09-08-2006,9,8,2006,7.6
10-08-2006,10,8,2006,7.95
11-08-2006,11,8,2006,7.56
14-08-2006,14,8,2006,6.89
15-08-2006,15,8,2006,6.9
16-08-2006,16,8,2006,7.01
17-08-2006,17,8,2006,6.73
18-08-2006,18,8,2006,6.66
21-08-2006,21,8,2006,6.72
22-08-2006,22,8,2006,6.86
23-08-2006,23,8,2006,7.19
24-08-2006,24,8,2006,7.22
25-08-2006,25,8,2006,7.48
28-08-2006,28,8,2006,6.51
29-08-2006,29,8,2006,6.24
30-08-2006,30,8,2006,6.4
31-08-2006,31,8,2006,5.8
01-09-2006,1,9,2006,5.24
05-09-2006,5,9,2006,5.45
06-09-2006,6,9,2006,5.7
07-09-2006,7,9,2006,5.64
08-09-2006,8,9,2006,5.31
11-09-2006,11,9,2006,5.29
12-09-2006,12,9,2006,5.57
13-09-2006,13,9,2006,5.4
14-09-2006,14,9,2006,5.09
15-09-2006,15,9,2006,4.4
18-09-2006,18,9,2006,5.02
19-09-2006,19,9,2006,4.99
20-09-2006,20,9,2006,4.87
21-09-2006,21,9,2006,4.65
22-09-2006,22,9,2006,4.47
25-09-2006,25,9,2006,4.31
26-09-2006,26,9,2006,4.36
27-09-2006,27,9,2006,4.35
28-09-2006,28,9,2006,4.15
29-09-2006,29,9,2006,3.66
02-10-2006,2,10,2006,4.11
03-10-2006,3,10,2006,4.01
04-10-2006,4,10,2006,4.38
05-10-2006,5,10,2006,4.69
06-10-2006,6,10,2006,4.41
09-10-2006,9,10,2006,5.06
10-10-2006,10,10,2006,5.16
11-10-2006,11,10,2006,5.66
12-10-2006,12,10,2006,5.17
13-10-2006,13,10,2006,4.3
16-10-2006,16,10,2006,5.13
17-10-2006,17,10,2006,6.26
18-10-2006,18,10,2006,6.07
19-10-2006,19,10,2006,6.77
20-10-2006,20,10,2006,6.88
23-10-2006,23,10,2006,7.29
24-10-2006,24,10,2006,7.13
25-10-2006,25,10,2006,7.2
26-10-2006,26,10,2006,7.91
27-10-2006,27,10,2006,7.41
30-10-2006,30,10,2006,6.99
31-10-2006,31,10,2006,6.64
01-11-2006,1,11,2006,7.15
02-11-2006,2,11,2006,7.32
03-11-2006,3,11,2006,7.43
06-11-2006,6,11,2006,6.72
07-11-2006,7,11,2006,6.59
08-11-2006,8,11,2006,7.39
09-11-2006,9,11,2006,7.35
10-11-2006,10,11,2006,7.16
13-11-2006,13,11,2006,7.26
14-11-2006,14,11,2006,7.42
15-11-2006,15,11,2006,7.45
16-11-2006,16,11,2006,7.59
17-11-2006,17,11,2006,7.23
20-11-2006,20,11,2006,7.79
21-11-2006,21,11,2006,7.57
22-11-2006,22,11,2006,7.42
27-11-2006,27,11,2006,7.58
28-11-2006,28,11,2006,7.61
29-11-2006,29,11,2006,7.74
30-11-2006,30,11,2006,8.32
01-12-2006,1,12,2006,8.42
04-12-2006,4,12,2006,7.84
05-12-2006,5,12,2006,7.32
06-12-2006,6,12,2006,7.32
07-12-2006,7,12,2006,7.61
08-12-2006,8,12,2006,7.45
11-12-2006,11,12,2006,6.81
12-12-2006,12,12,2006,6.93
13-12-2006,13,12,2006,7.21
14-12-2006,14,12,2006,7.26
15-12-2006,15,12,2006,6.82
18-12-2006,18,12,2006,6.62
19-12-2006,19,12,2006,6.27
20-12-2006,20,12,2006,6.43
21-12-2006,21,12,2006,6.09
22-12-2006,22,12,2006,5.88
26-12-2006,26,12,2006,5.72
27-12-2006,27,12,2006,5.54
28-12-2006,28,12,2006,5.63
29-12-2006,29,12,2006,5.5
02-01-2007,2,1,2007,5.4
03-01-2007,3,1,2007,5.47
04-01-2007,4,1,2007,5.6
05-01-2007,5,1,2007,5.52
08-01-2007,8,1,2007,6.02
09-01-2007,9,1,2007,6.15
10-01-2007,10,1,2007,6.42
11-01-2007,11,1,2007,6.09
12-01-2007,12,1,2007,5.97
16-01-2007,16,1,2007,6.82
17-01-2007,17,1,2007,6.57
18-01-2007,18,1,2007,6.29
19-01-2007,19,1,2007,6.4
22-01-2007,22,1,2007,7.2
23-01-2007,23,1,2007,7.53
24-01-2007,24,1,2007,7.58
25-01-2007,25,1,2007,7.18
26-01-2007,26,1,2007,6.95
29-01-2007,29,1,2007,7.35
30-01-2007,30,1,2007,7.32
31-01-2007,31,1,2007,7.76
01-02-2007,1,2,2007,7.93
02-02-2007,2,2,2007,8.17
05-02-2007,5,2,2007,9.14
06-02-2007,6,2,2007,8.29
07-02-2007,7,2,2007,7.9
08-02-2007,8,2,2007,8.06
09-02-2007,9,2,2007,8.16
12-02-2007,12,2,2007,7.78
13-02-2007,13,2,2007,8.09
14-02-2007,14,2,2007,8.9
15-02-2007,15,2,2007,8.91
16-02-2007,16,2,2007,8.45
20-02-2007,20,2,2007,7.34
21-02-2007,21,2,2007,7.51
22-02-2007,22,2,2007,7.47
23-02-2007,23,2,2007,7.53
26-02-2007,26,2,2007,7.73
27-02-2007,27,2,2007,7.44
28-02-2007,28,2,2007,7.23
01-03-2007,1,3,2007,7.07
02-03-2007,2,3,2007,7.22
05-03-2007,5,3,2007,7.36
06-03-2007,6,3,2007,7.55
07-03-2007,7,3,2007,7.5
08-03-2007,8,3,2007,7.14
09-03-2007,9,3,2007,7.05
12-03-2007,12,3,2007,6.81
13-03-2007,13,3,2007,6.78
14-03-2007,14,3,2007,6.86
15-03-2007,15,3,2007,7.02
16-03-2007,16,3,2007,6.84
19-03-2007,19,3,2007,6.7
20-03-2007,20,3,2007,6.81
21-03-2007,21,3,2007,6.82
22-03-2007,22,3,2007,7.07
23-03-2007,23,3,2007,7.16
26-03-2007,26,3,2007,7.15
27-03-2007,27,3,2007,7.15
28-03-2007,28,3,2007,7.47
29-03-2007,29,3,2007,7.34
30-03-2007,30,3,2007,7.5
02-04-2007,2,4,2007,7.62
03-04-2007,3,4,2007,7.57
04-04-2007,4,4,2007,7.46
05-04-2007,5,4,2007,7.53
09-04-2007,9,4,2007,7.65
10-04-2007,10,4,2007,7.65
11-04-2007,11,4,2007,7.97
12-04-2007,12,4,2007,7.95
13-04-2007,13,4,2007,7.93
16-04-2007,16,4,2007,7.66
17-04-2007,17,4,2007,7.5
18-04-2007,18,4,2007,7.54
19-04-2007,19,4,2007,7.54
20-04-2007,20,4,2007,7.32
23-04-2007,23,4,2007,7.24
24-04-2007,24,4,2007,7.57
25-04-2007,25,4,2007,7.6
26-04-2007,26,4,2007,7.56
27-04-2007,27,4,2007,7.44
30-04-2007,30,4,2007,7.71
01-05-2007,1,5,2007,7.64
02-05-2007,2,5,2007,7.64
03-05-2007,3,5,2007,7.58
04-05-2007,4,5,2007,7.82
07-05-2007,7,5,2007,7.69
08-05-2007,8,5,2007,7.5
09-05-2007,9,5,2007,7.46
10-05-2007,10,5,2007,7.63
11-05-2007,11,5,2007,7.53
14-05-2007,14,5,2007,7.85
15-05-2007,15,5,2007,7.68
16-05-2007,16,5,2007,7.62
17-05-2007,17,5,2007,7.69
18-05-2007,18,5,2007,7.87
21-05-2007,21,5,2007,7.66
22-05-2007,22,5,2007,7.6
23-05-2007,23,5,2007,7.51
24-05-2007,24,5,2007,7.56
25-05-2007,25,5,2007,7.47
29-05-2007,29,5,2007,7.51
30-05-2007,30,5,2007,7.71
31-05-2007,31,5,2007,7.8
01-06-2007,1,6,2007,7.57
04-06-2007,4,6,2007,7.73
05-06-2007,5,6,2007,7.83
06-06-2007,6,6,2007,7.83
07-06-2007,7,6,2007,7.89
08-06-2007,8,6,2007,7.52
11-06-2007,11,6,2007,7.42
12-06-2007,12,6,2007,7.45
13-06-2007,13,6,2007,7.6
14-06-2007,14,6,2007,7.48
15-06-2007,15,6,2007,7.58
18-06-2007,18,6,2007,7.69
19-06-2007,19,6,2007,7.46
20-06-2007,20,6,2007,7.39
21-06-2007,21,6,2007,7.24
22-06-2007,22,6,2007,7.04
25-06-2007,25,6,2007,6.77
26-06-2007,26,6,2007,6.85
27-06-2007,27,6,2007,6.74
28-06-2007,28,6,2007,6.79
29-06-2007,29,6,2007,6.4
02-07-2007,2,7,2007,6.24
03-07-2007,3,7,2007,6.37
05-07-2007,5,7,2007,6.3
06-07-2007,6,7,2007,6.15
09-07-2007,9,7,2007,6.39
10-07-2007,10,7,2007,6.44
11-07-2007,11,7,2007,6.66
12-07-2007,12,7,2007,6.26
13-07-2007,13,7,2007,6.27
16-07-2007,16,7,2007,6.32
17-07-2007,17,7,2007,6.34
18-07-2007,18,7,2007,6.23
19-07-2007,19,7,2007,6.5
20-07-2007,20,7,2007,6.46
23-07-2007,23,7,2007,6
24-07-2007,24,7,2007,5.66
25-07-2007,25,7,2007,5.56
26-07-2007,26,7,2007,5.83
27-07-2007,27,7,2007,5.77
30-07-2007,30,7,2007,6.31
31-07-2007,31,7,2007,6.53
01-08-2007,1,8,2007,6.19
02-08-2007,2,8,2007,6.34
03-08-2007,3,8,2007,6.11
06-08-2007,6,8,2007,6.1
07-08-2007,7,8,2007,6.38
08-08-2007,8,8,2007,6.24
09-08-2007,9,8,2007,6.45
10-08-2007,10,8,2007,6.57
13-08-2007,13,8,2007,7.15
14-08-2007,14,8,2007,6.86
15-08-2007,15,8,2007,7.3
16-08-2007,16,8,2007,6.96
17-08-2007,17,8,2007,7.14
20-08-2007,20,8,2007,6.47
21-08-2007,21,8,2007,5.92
22-08-2007,22,8,2007,5.84
23-08-2007,23,8,2007,5.73
24-08-2007,24,8,2007,5.69
27-08-2007,27,8,2007,5.34
28-08-2007,28,8,2007,5.56
29-08-2007,29,8,2007,5.64
30-08-2007,30,8,2007,5.54
31-08-2007,31,8,2007,5.49
04-09-2007,4,9,2007,5.3
05-09-2007,5,9,2007,5.8
06-09-2007,6,9,2007,6.02
07-09-2007,7,9,2007,5.53
10-09-2007,10,9,2007,5.56
11-09-2007,11,9,2007,5.98
12-09-2007,12,9,2007,6.13
13-09-2007,13,9,2007,6.27
14-09-2007,14,9,2007,6.23
17-09-2007,17,9,2007,6.38
18-09-2007,18,9,2007,6.42
19-09-2007,19,9,2007,6.25
20-09-2007,20,9,2007,6.02
21-09-2007,21,9,2007,5.96
24-09-2007,24,9,2007,6.12
25-09-2007,25,9,2007,6.54
26-09-2007,26,9,2007,6.47
27-09-2007,27,9,2007,6.38
28-09-2007,28,9,2007,6.15
01-10-2007,1,10,2007,6.07
02-10-2007,2,10,2007,6.55
03-10-2007,3,10,2007,6.96
04-10-2007,4,10,2007,6.91
05-10-2007,5,10,2007,6.77
08-10-2007,8,10,2007,6.69
09-10-2007,9,10,2007,6.63
10-10-2007,10,10,2007,6.79
11-10-2007,11,10,2007,6.85
12-10-2007,12,10,2007,6.46
15-10-2007,15,10,2007,7.09
16-10-2007,16,10,2007,7.29
17-10-2007,17,10,2007,7.12
18-10-2007,18,10,2007,7.11
19-10-2007,19,10,2007,6.91
22-10-2007,22,10,2007,6.63
23-10-2007,23,10,2007,6.3
24-10-2007,24,10,2007,6.11
25-10-2007,25,10,2007,6.49
26-10-2007,26,10,2007,6.43
